tweet,retweetsCount,favoritesCount
"В 08:38 мск транспортный грузовой корабль «Прогресс М-24М» отстыковался от МКС: http://t.co/XU1J4pStJy http://t.co/BKBk7aH2lJ",18,7
"Космонавты Роскосмоса проходят тренировки по действиям в случае посадки в гористой местности: http://t.co/HYywt4Andd http://t.co/QudoRrrxDm",10,6
"Выход в открытый космос по российской программе успешно завершен: http://t.co/P1PwflpnhB http://t.co/KGHWbji8SI",33,18
"В Москве проходит V совещание государств–участников СНГ по вопросам сотрудничества в области космической деятельности:http://t.co/frAfdRktFt",4,2
"В 17:30 мск Максим Сураев и Александр Самокутяев приступили к работам в открытом космосе: http://t.co/9FRkWHnEfa http://t.co/0D3WWUNqRf",18,10
"Новости Роскосмоса. КА «Экспресс-АМ6»  выведен на целевую орбиту http://t.co/0j0Vxiisp6",10,4
"21.10.2014 в 19:09 мск осуществлен пуск ракеты-носителя «Протон-М» с космическим аппаратом «Экспресс-АМ6»: http://t.co/K8QFndqFa6",34,19
"Госкомиссия приняла решение о заправке РКН «Протон-М» компонентами топлива. Пуск запланирован в 19:09 мск 21 октября. http://t.co/rLbFyDL3zL",17,6
"22 октября российские космонавты проведут работы в открытом космосе: http://t.co/Mb2778voyq http://t.co/Bi5jivZQ4p",24,8
"Состоялся вывоз ракеты-носителя 'Протон-М' с КА 'Экспресс-АМ6' на стартовый комплекс. Пуск запланирован 21 октября:http://t.co/V4QrauZjLi",15,5
"Руководитель Роскосмоса проинспектировал объекты строительства космодрома «Восточный»: http://t.co/tk5beV1taU",9,3
"Российские члены экипажей МКС-42/43 признаны годными к космическому полету: http://t.co/VEOYiTfKCz http://t.co/yVCzXDlS8X",11,7
"Если вы еще не успели пообедать, то у вас есть возможность сделать это в компании космонавтов: http://t.co/QM6buOLxde http://t.co/AGbHOMiYr6",55,56
"В детском лагере «Орлёнок» стартовала международная аэрокосмическая смена: http://t.co/7nWVL7rky6 http://t.co/6auY3SdYha",8,7
"В Роскосмосе состоялась рабочая встреча с делегацией ЮАР: http://t.co/i8DfpOl4GD http://t.co/g5a7dBXbCO",7,1
"Продолжаются работы по подготовке к пуску ракеты «Протон-М» с российским космическим аппаратом «Экспресс-АМ6». http://t.co/ErMbiUESRk",10,2
"'Почтовый ящик МКС' продолжает работу! Фото космических будней экипажа МКС от Елены Серовой: http://t.co/wrU9mfPOZG http://t.co/qtp0tHO4lO",39,41
"Новости Роскосмоса. Выполнена сборка космической головной части для запуска КА «Экспресс-АМ6» http://t.co/Jw4wu4JCFB",12,5
"Мероприятия Роскосмоса в рамках Всемирной недели космоса http://t.co/VwD2krawLC",10,4
"Грузовой космический корабль «Прогресс М-25М» готовят к проверкам на герметичность: http://t.co/NcopsEEXVC http://t.co/3SRBvebLbE",20,18
"В 09:26 мск космический аппарат 'Луч' штатно отделился от разгонного блока «Бриз-М» и вышел на заданную орбиту: http://t.co/WvNiGJXrO9",16,6
"28 сентября в 00:23 мск произведен успешный пуск ракеты-носителя «Протон-М» с космическим аппаратом «Луч». http://t.co/EtIJ5YranF",72,29
"Госкомиссия приняла решение о готовности РН «Протон-М» к заправке и пуску, который запланирован на 00:23 мск http://t.co/m4qF7jSKxd",29,17
"26 сентября в 06 час. 11 мин. по московскому времени «Союз ТМА-14М» успешно совершил стыковку с МКС. http://t.co/9bPbQ6WcvJ",25,27
"26 сентября в 00:25 мск с площадки № 1 космодрома Байконур осуществлен пуск РКН «Союз-ФГ» с ТПК «Союз ТМА-14М». http://t.co/YDuOiQ6tHQ",25,11
"Экипаж МКС-41/42 выходит из гостиницы и переезжает на площадку 254 для процедуры одевания скафандров. http://t.co/ALzDkc4wa0",28,14
"На Байконуре состоялось заседание Государственной комиссии, которая утвердила состав основного и дублирующего экипажей «Союз ТМА-14М»",10,3
"22 сентября состоялся вывоз и вертикализация РКН «Протон-М» и космическим аппаратом «Луч» на стартовый комплекс. http://t.co/Fw20OXFrfD",28,11
